Country,country_code,Year,Month,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,currency
New Zealand,NZL,2002,4,3.6,2.24,1.77,1.445783133,-35.45611015,NZD
Norway,NOR,2002,4,35,8.56,4.09,14.0562249,64.20823481,NOK
Pakistan,PAK,2002,4,0,0,0,0,0,PKR
Peru,PER,2002,4,8.5,3.43,2.48,3.413654618,-0.476541735,PEN
Philippines,c,2002,4,65,51,1.28,26.10441767,-48.81486731,PHP
Poland,POL,2002,4,5.9,4.04,1.46,2.369477912,-41.34955664,PLN
Russia,RUS,2002,4,39,31.2,1.25,15.6626506,-49.79919679,RUB
Saudi Arabia,SAU,2002,4,0,0,0,0,0,SAR
Singapore,SGP,2002,4,3.3,1.82,1.81,1.325301205,-27.18125248,SGD
South Africa,ZAF,2002,4,9.7,10.9,0.87,3.895582329,-64.26071258,ZAR
South Korea,KOR,2002,4,3100,1304,2.36,1244.97992,-4.526079779,KRW
Sri Lanka,LKA,2002,4,0,0,0,0,0,LKR
Sweden,SWE,2002,4,26,10.4,2.52,10.44176707,0.401606426,SEK
Switzerland,CHE,2002,4,6.3,1.66,3.81,2.530120482,52.4168965,CHF
Taiwan,TWN,2002,4,70,34.8,2.01,28.1124498,-19.21709828,TWD
Thailand,THA,2002,4,55,43.3,1.27,22.08835341,-48.98763646,THB
Turkey,TUR,2002,4,4000000,1324500,3.06,1606425.703,21.28544378,TRY
UAE,ARE,2002,4,0,0,0,0,0,AED
Ukraine,UKR,2002,4,0,0,0,0,0,UAH
United States,USA,2002,4,2.49,1,2.49,1,0,USD
Uruguay,URY,2002,4,0,0,0,0,0,UYU
Venezuela,VEN,2002,4,2500,857,2.92,1004.016064,17.15473329,VEF
Vietnam,VNM,2002,7,0,0,0,0,0,VND
Austria,AUT,2002,7,0,0,0,0,0,EUR
Belgium,BEL,2002,7,0,0,0,0,0,EUR
Estonia,EST,2002,7,0,0,0,0,0,EUR
Finland,FIN,2002,7,0,0,0,0,0,EUR
France,FRA,2002,7,0,0,0,0,0,EUR
Germany,DEU,2002,7,0,0,0,0,0,EUR
Greece,GRC,2002,7,0,0,0,0,0,EUR
Ireland,IRL,2002,7,0,0,0,0,0,EUR
Italy,ITA,2002,7,0,0,0,0,0,EUR
Netherlands,NLD,2002,7,0,0,0,0,0,EUR
Portugal,PRT,2002,7,0,0,0,0,0,EUR
Spain,ESP,2002,7,0,0,0,0,0,EUR
Argentina,ARG,2001,4,2.5,1,2.5,0.984251969,-1.57480315,ARS
Australia,AUS,2001,4,3,1.98,1.52,1.181102362,-40.34836555,AUD
Brazil,BRA,2001,4,3.6,2.19,1.64,1.417322835,-35.28206234,BRL
Britain,GBR,2001,4,1.99,0.699300699,2.85,0.783464567,12.03543307,GBP
Canada,CAN,2001,4,3.33,1.56,2.14,1.311023622,-15.96002423,CAD
Chile,CHL,2001,4,1260,601,2.1,496.0629921,-17.46040064,CLP
China,CHN,2001,4,9.9,8.28,1.2,3.897637795,-52.92707977,CNY
Colombia,COL,2001,4,0,0,0,0,0,COP
Costa Rica,CRI,2001,4,0,0,0,0,0,CRC
Czech Republic,CZE,2001,4,56,39,1.43,22.04724409,-43.46860489,CZK
Denmark,DNK,2001,4,24.75,8.46,2.93,9.744094488,15.17842185,DKK
Egypt,EGY,2001,4,0,0,0,0,0,EGP
Euro area,EUR,2001,4,2.57,1.136363636,2.27,1.011811024,-10.96062992,EUR
Hong Kong,HKG,2001,4,10.7,7.8,1.37,4.212598425,-45.99232788,HKD
Hungary,HUN,2001,4,399,303,1.32,157.0866142,-48.15623295,HUF
India,IND,2001,4,0,0,0,0,0,INR
Indonesia,IDN,2001,4,14700,10855,1.35,5787.401575,-46.68446269,IDR
Israel,ISR,2001,4,0,0,0,0,0,ILS
Japan,JPN,2001,4,294,124,2.38,115.7480315,-6.65481331,JPY
Latvia,LVA,2001,4,0,0,0,0,0,LVL
Lithuania,LTU,2001,4,0,0,0,0,0,LTL
Malaysia,MYS,2001,4,4.52,3.8,1.19,1.779527559,-53.17032739,MYR
Mexico,MEX,2001,4,21.9,9.29,2.36,8.622047244,-7.190018901,MXN
New Zealand,NZL,2001,4,3.6,2.47,1.46,1.417322835,-42.61850872,NZD
Norway,NOR,2001,4,0,0,0,0,0,NOK
Pakistan,PAK,2001,4,0,0,0,0,0,PKR
Peru,PER,2001,4,0,0,0,0,0,PEN
Philippines,PHL,2001,4,59,50.3,1.17,23.22834646,-53.82038478,PHP
Poland,POL,2001,4,5.9,4.03,1.46,2.322834646,-42.36142318,PLN
Russia,RUS,2001,4,35,28.9,1.21,13.77952756,-52.31997384,RUB
Saudi Arabia,SAU,2001,4,0,0,0,0,0,SAR
Singapore,SGP,2001,4,3.3,1.81,1.82,1.299212598,-28.22029843,SGD
South Africa,ZAF,2001,4,9.7,8.13,1.19,3.818897638,-53.02708933,ZAR
South Korea,KOR,2001,4,3000,1325,2.27,1181.102362,-10.86019908,KRW
Sri Lanka,LKA,2001,4,0,0,0,0,0,LKR
Sweden,SWE,2001,4,24,10.28,2.33,9.448818898,-8.085419284,SEK
Switzerland,CHE,2001,4,6.3,1.73,3.65,2.480314961,43.37080697,CHF
Taiwan,TWN,2001,4,70,32.9,2.13,27.55905512,-16.23387502,TWD
Thailand,THA,2001,4,55,45.5,1.21,21.65354331,-52.40979493,THB
Turkey,TUR,2001,4,0,0,0,0,0,TRY
UAE,ARE,2001,4,0,0,0,0,0,AED
Ukraine,UKR,2001,4,0,0,0,0,0,UAH
United States,USA,2001,4,2.54,1,2.54,1,0,USD
Uruguay,URY,2001,4,0,0,0,0,0,UYU
Venezuela,VEN,2001,4,0,0,0,0,0,VEF
Vietnam,VNM,2001,7,0,0,0,0,0,VND
Austria,AUT,2001,7,0,0,0,0,0,EUR
Belgium,BEL,2001,7,0,0,0,0,0,EUR
Estonia,EST,2001,7,0,0,0,0,0,EUR
Finland,FIN,2001,7,0,0,0,0,0,EUR
France,FRA,2001,7,0,0,0,0,0,EUR
Germany,DEU,2001,7,0,0,0,0,0,EUR
Greece,GRC,2001,7,0,0,0,0,0,EUR
Ireland,IRL,2001,7,0,0,0,0,0,EUR
Italy,ITA,2001,7,0,0,0,0,0,EUR
Netherlands,NLD,2001,7,0,0,0,0,0,EUR
Portugal,PRT,2001,7,0,0,0,0,0,EUR
Spain,ESP,2001,7,0,0,0,0,0,EUR
Argentina,ARG,2000,4,2.5,1,2.5,0.996015936,-0.398406375,ARS
Australia,AUS,2000,4,2.59,1.68,1.54,1.03187251,-38.57901726,AUD
Brazil,BRA,2000,4,2.95,1.79,1.65,1.175298805,-34.34084889,BRL
Britain,GBR,2000,4,1.9,0.632911392,3,0.756972112,19.60159363,GBP
Canada,CAN,2000,4,2.85,1.47,1.94,1.135458167,-22.7579478,CAD
Chile,CHL,2000,4,1260,514,2.45,501.9920319,-2.33618057,CLP
China,CHN,2000,4,9.9,8.28,1.2,3.944223108,-52.36445522,CNY
Colombia,COL,2000,4,0,0,0,0,0,COP
Costa Rica,CRI,2000,4,0,0,0,0,0,CRC
Czech Republic,CZE,2000,4,54.37,39.1,1.39,21.66135458,-44.60011616,CZK
Denmark,DNK,2000,4,24.75,8.04,3.08,9.860557769,22.64375334,DKK
Egypt,EGY,2000,4,0,0,0,0,0,EGP
Euro area,EUR,2000,4,2.56,1.075268817,2.38,1.019920319,-5.147410359,EUR
Hong Kong,HKG,2000,4,10.2,7.79,1.31,4.06374502,-47.83382516,HKD
Hungary,HUN,2000,4,339,279,1.21,135.059761,-51.59148353,HUF
India,IND,2000,4,0,0,0,0,0,INR
Indonesia,IDN,2000,4,14500,7945,1.83,5776.89243,-27.2889562,IDR
Israel,ISR,2000,4,14.5,4.05,3.58,5.77689243,42.63931927,ILS
Japan,JPN,2000,4,294,106,2.78,117.1314741,10.50139066,JPY
Latvia,LVA,2000,4,0,0,0,0,0,LVL
Lithuania,LTU,2000,4,0,0,0,0,0,LTL
Malaysia,MYS,2000,4,4.52,3.8,1.19,1.800796813,-52.61061019,MYR
Mexico,MEX,2000,4,20.9,9.41,2.22,8.326693227,-11.51229302,MXN
New Zealand,NZL,2000,4,3.4,2.01,1.69,1.354581673,-32.60787695,NZD
Norway,NOR,2000,4,0,0,0,0,0,NOK
Pakistan,PAK,2000,4,0,0,0,0,0,PKR
Peru,PER,2000,4,0,0,0,0,0,PEN
Philippines,PHL,2000,4,0,0,0,0,0,PHP
Poland,POL,2000,4,5.5,4.3,1.28,2.19123506,-49.04104512,PLN
Russia,RUS,2000,4,39.5,28.5,1.39,15.73705179,-44.78227441,RUB
Saudi Arabia,SAU,2000,4,0,0,0,0,0,SAR
Singapore,SGP,2000,4,3.2,1.7,1.88,1.274900398,-25.00585892,SGD
South Africa,ZAF,2000,4,9,6.72,1.34,3.585657371,-46.64200341,ZAR
South Korea,KOR,2000,4,3000,1108,2.71,1195.219124,7.871762049,KRW
Sri Lanka,LKA,2000,4,0,0,0,0,0,LKR
Sweden,SWE,2000,4,24,8.84,2.71,9.561752988,8.164626562,SEK
Switzerland,CHE,2000,4,5.9,1.7,3.48,2.35059761,38.27044762,CHF
Taiwan,TWN,2000,4,70,30.6,2.29,27.88844622,-8.861286879,TWD
Thailand,THA,2000,4,55,38,1.45,21.9123506,-42.33591948,THB
Turkey,TUR,2000,4,0,0,0,0,0,TRY
UAE,ARE,2000,4,0,0,0,0,0,AED
Ukraine,UKR,2000,4,0,0,0,0,0,UAH
United States,USA,2000,4,2.51,1,2.51,1,0,USD
Uruguay,URY,2000,4,0,0,0,0,0,UYU
Venezuela,VEN,2000,4,0,0,0,0,0,VEF
Vietnam,VNM,2000,7,0,0,0,0,0,VND
Austria,AUT,2000,7,0,0,0,0,0,EUR
Belgium,BEL,2000,7,0,0,0,0,0,EUR
Estonia,EST,2000,7,0,0,0,0,0,EUR
Finland,FIN,2000,7,0,0,0,0,0,EUR
France,FRA,2000,7,0,0,0,0,0,EUR
Germany,DEU,2000,7,0,0,0,0,0,EUR
Greece,GRC,2000,7,0,0,0,0,0,EUR
Ireland,IRL,2000,7,0,0,0,0,0,EUR
Italy,ITA,2000,7,0,0,0,0,0,EUR
Netherlands,NLD,2000,7,0,0,0,0,0,EUR
Portugal,PRT,2000,7,0,0,0,0,0,EUR
Spain,ESP,2000,7,0,0,0,0,0,EUR
